nm0001283	Louis Gossett Jr.	1936	\N	actor,producer,soundtrack	tt0084434,tt0089092,tt0075572,tt0085750
nm0001295	Graham Greene	1952	\N	actor,miscellaneous,writer	tt0110478,tt5362988,tt0120689,tt0099348
nm0001314	John Hannah	1962	\N	actor,producer	tt1442449,tt0174856,tt0109831,tt0120616
nm0001376	Isabelle Huppert	1953	\N	actress,soundtrack,music_department	tt3716530,tt0254686,tt0283832,tt4120176
nm0001392	Peter Jackson	1961	\N	producer,director,writer	tt0120737,tt0167260,tt0092610,tt0360717
nm0001458	Cloris Leachman	1926	2021	actress,soundtrack	tt0481499,tt0371246,tt0067328,tt0072431
nm0001575	Tatum O'Neal	1963	\N	actress,producer,soundtrack	tt0074174,tt0081060,tt0070510,tt1017451
nm0001621	Bronson Pinchot	1959	\N	actor,soundtrack	tt0109254,tt0086200,tt0108399,tt0086960
nm0001740	O.J. Simpson	1947	\N	actor,producer	tt0072308,tt0095705,tt0110622,tt0102510
nm0001745	Stellan Skarsgård	1951	\N	actor,producer,soundtrack	tt2382009,tt0119217,tt0118607,tt1937390
nm0001758	Timothy Spall	1957	\N	actor,soundtrack,writer	tt2473794,tt0259711,tt0117589,tt0408236
nm0001838	Rachel Weisz	1970	\N	actress,producer,soundtrack	tt6108178,tt0387131,tt3464902,tt0414993
nm0001848	Dianne Wiest	1946	\N	actress,soundtrack	tt0115685,tt0109348,tt0099487,tt0091167
nm0001882	Olivia d'Abo	1969	\N	actress,soundtrack,music_department	tt2527338,tt2027128,tt0087078,tt0107843
nm0001954	Claire Bloom	1931	\N	actress	tt0082186,tt0057129,tt1504320,tt0044837
nm0002004	Sarita Choudhury	1966	\N	actress	tt2980210,tt1951266,tt0452637,tt0120787
nm0002019	Kevin Corcoran	1949	2015	assistant_director,actor,producer	tt0054390,tt0050798,tt0054195,tt0054357
nm0002043	Madhuri Dixit	1967	\N	actress,music_department,soundtrack	tt0110076,tt0238936,tt0118983,tt2178470
nm0002071	Will Ferrell	1967	\N	producer,actor,soundtrack	tt0415306,tt0445934,tt1229340,tt0357413
nm0002094	Vittorio Gassman	1922	2000	actor,writer,director	tt0072037,tt0117665,tt0056512,tt0049399
nm0002111	Karen Grassle	1942	\N	actress,writer	tt0087631,tt9815554,tt0071007,tt0111756
nm0002170	Ashok Amritraj	1957	\N	producer,actor,writer	tt1071875,tt0144117,tt0208988,tt2891174
nm0002174	Yves Angelo	1956	\N	cinematographer,camera_department,director	tt0109454,tt0119853,tt0153588,tt0297301
nm0002284	Saeed Shahram	\N	\N	composer	tt0149302,tt2162870,tt1935196,tt0106207
nm0002332	Stephen Lang	1952	\N	actor,writer,producer	tt0091474,tt4160708,tt0499549,tt0108358
nm0002336	Declan Quinn	1957	\N	cinematographer,camera_department,producer	tt8503618,tt9827834,tt10795574,tt0411195
nm0002517	Lee Purcell	1947	\N	actress,producer,sound_department	tt0077235,tt0086525,tt3500724,tt5321174
nm0002956	Barry Gibb	1946	\N	soundtrack,actor,composer	tt1677720,tt0076666,tt0077631,tt0114857
nm0003648	Paul Kermizian	1974	\N	production_manager,director,producer	tt0235252,tt0406604,tt0300776,tt0372140
nm0003665	Wolfgang Amadeus Mozart	1756	1791	soundtrack,music_department,composer	tt0119094,tt0093894,tt0822847,tt0086879
nm0003900	José Luis Alcaine	1938	\N	cinematographer,camera_department,miscellaneous	tt1189073,tt0441909,tt0101026,tt8291806
nm0004149	Bo Svenson	1941	\N	actor,writer,producer	tt0378194,tt0076028,tt0079640,tt0361748
nm0004302	Ken Kelsch	\N	\N	cinematographer,actor,camera_department	tt0116378,tt0103759,tt0068833,tt0899128
nm0004308	Dirk Ahner	1973	\N	writer,camera_department,director	tt0221928,tt2171897,tt0222256,tt5521594
nm0004365	Fred Williamson	1938	\N	actor,producer,director	tt0116367,tt0335438,tt0072725,tt0066026
nm0004380	Antoine de Caunes	1953	\N	actor,soundtrack,director	tt0235606,tt0119307,tt0774756,tt2313389
nm0004645	Antonio Sabato Jr.	1972	\N	actor,producer,writer	tt0120609,tt0056758,tt0329589,tt1336621
nm0004726	Lance Bass	1979	\N	actor,producer,soundtrack	tt0279286,tt0196229,tt0257516,tt0096697
nm0004739	Lauralee Bell	1968	\N	actress,producer,writer	tt8079880,tt0069658,tt1577049,tt3412828
nm0004875	Taye Diggs	1971	\N	actor,producer,soundtrack	tt0238380,tt0299658,tt0294870,tt0185371
nm0004904	Angie Everhart	1969	\N	actress,producer	tt0107362,tt0297012,tt1294144,tt0810922
nm0004911	Angela Featherstone	1965	\N	actress,writer,director	tt0108778,tt0118880,tt0098904,tt0120888
nm0004920	Frances Fisher	1952	\N	actress,camera_department	tt0323033,tt0105695,tt9866072,tt0120338
nm0004937	Jamie Foxx	1967	\N	actor,producer,writer	tt1853728,tt0369339,tt0443489,tt0350258
nm0005039	Julio Iglesias Jr.	1973	\N	soundtrack,actor	tt2078446,tt0166943,tt1371903,tt1387231
nm0005065	Quincy Jones	1933	\N	music_department,producer,soundtrack	tt0061809,tt0061811,tt0068638,tt0088939
nm0005069	Spike Jonze	1969	\N	producer,writer,director	tt0120601,tt1798709,tt0120188,tt0386117
nm0005218	Tim Meadows	1961	\N	actor,writer,soundtrack	tt3960412,tt0213790,tt0377092,tt0841046
nm0005223	Sergio Mendes	1941	\N	music_department,soundtrack,actor	tt3381008,tt1436562,tt0118655,tt0086006
nm0005234	Donna Mills	1940	\N	actress,producer,executive	tt0078638,tt2446980,tt0067588,tt6164210
nm0005346	Tara Reid	1975	\N	actress,producer,soundtrack	tt0163651,tt0118715,tt0283111,tt0146336
nm0005378	Brande Roderick	1974	\N	actress,producer	tt0335438,tt0462409,tt0364782,tt0489237
nm0005501	Lorraine Toussaint	1960	\N	actress,producer	tt2372162,tt0102070,tt1211890,tt1020072
nm0005522	Mario Van Peebles	1957	\N	actor,director,writer	tt0114084,tt0367790,tt0093300,tt0091187
nm0005647	Andrzej Bartkowiak	1950	\N	cinematographer,director,producer	tt0111257,tt0242445,tt0165929,tt0419706
nm0005948	Jorge Arriagada	1943	\N	composer,soundtrack,music_department	tt0105045,tt0254325,tt2207050,tt1236371
nm0005977	Leo Brouwer	1939	\N	composer,music_department,soundtrack	tt0080102,tt0103994,tt0078146,tt0114887
nm0005980	George Bruns	1914	1983	composer,soundtrack,music_department	tt0053285,tt0054649,tt0070608,tt0057546
nm0006021	Alexander Courage	1919	2008	music_department,composer,soundtrack	tt0111280,tt0117731,tt0107290,tt1877832
nm0006056	Cliff Eidelman	1964	\N	composer,music_department,soundtrack	tt0120776,tt0102975,tt1001508,tt0403508
nm0006086	Gerald Fried	1928	\N	composer,music_department,soundtrack	tt0070723,tt1408101,tt0115798,tt0049406
nm0006088	Fabio Frizzi	1951	\N	composer,soundtrack,music_department	tt0080057,tt0266697,tt5030296,tt0088100
nm0006092	Serge Gainsbourg	1928	1991	soundtrack,composer,actor	tt0073196,tt0382625,tt1028528,tt0086654
nm0006115	Dave Grusin	1934	\N	music_department,soundtrack,composer	tt0106918,tt0061722,tt0073802,tt0084805
nm0006191	Toshirô Mayuzumi	1929	1997	composer,actor,soundtrack	tt0057363,tt0050269,tt0050162,tt0372324
nm0006199	Fons Merkies	1966	\N	composer,music_department,actor	tt0101125,tt0321513,tt1870949,tt1540761
nm0006228	Franco Piersanti	1950	\N	composer,music_department,soundtrack	tt0429727,tt0104663,tt1801061,tt1641410
nm0006597	John Penotti	\N	\N	producer,miscellaneous,assistant_director	tt1323045,tt2582782,tt5215952,tt3104988
nm0006618	Torben Liebrecht	1977	\N	actor,assistant_director,director	tt5013980,tt2261227,tt5208252,tt4338336
nm0006669	William Sadler	1950	\N	actor,soundtrack,director	tt0099423,tt0101452,tt0884328,tt0111161
nm0006717	Jochen Kunstler	1968	\N	editor,editorial_department,assistant_director	tt1588334,tt1905007,tt3177316,tt1269734
nm0006774	Joshua Sinclair	1953	\N	writer,actor,producer	tt0086798,tt0095415,tt0082661,tt0065777
nm0006803	Ken Sanders	\N	\N	producer,writer,miscellaneous	tt9149982,tt5252624,tt13273618,tt12311640
nm0006931	J.R. Bookwalter	1966	\N	producer,editor,actor	tt0100503,tt0104463,tt0127136,tt0107764
nm0006960	John Madden	1949	\N	director,producer,writer	tt0377107,tt0138097,tt1412386,tt4540710
nm0007233	Bryce Zabel	\N	\N	producer,writer,miscellaneous	tt0115151,tt0230011,tt0802821,tt0119707
nm0007342	Lee Aaker	1943	2021	actor,soundtrack	tt0045932,tt0046906,tt0044981,tt0045883
nm0007491	Bonnie Aarons	1959	\N	actress,writer,producer	tt5814060,tt0166924,tt1045658,tt0897361
nm0008090	Dino Abbrescia	1966	\N	actor,assistant_director	tt1056471,tt1521348,tt0417944,tt0326977
nm0008288	Liza Abdullah	\N	\N	actress	tt2393766,tt7942708,tt15755028,tt0121063
nm0008704	Joe Abeywickrama	1933	2011	actor,writer	tt1244154,tt0188164,tt1244170,tt0173229
nm0010471	Sandra Adair	1952	\N	editor,editorial_department,producer	tt0332379,tt0405296,tt6118040,tt1065073
nm0012603	Aeng-ran Eom	1936	\N	actress	tt0389934,tt0395510,tt0352001,tt0310382
nm0012886	Morio Agata	1948	\N	actor,composer,soundtrack	tt0229585,tt9838378,tt0229870,tt0229264
nm0013793	Marvin Agustin	1979	\N	actor,soundtrack,director	tt0368323,tt0479693,tt0216753,tt1149354
nm0013833	Ah-Lei Gua	1944	\N	actress,music_department	tt0107156,tt1205475,tt0206441,tt0114013
nm0014096	Fatimah Ahmad	\N	\N	actress	tt6578304,tt6578292,tt6578350,tt0277757
nm0014102	Nordin Ahmad	\N	\N	actor	tt0261788,tt0278053,tt0279849,tt0277631
nm0014123	Mohammad Ahmadi	\N	\N	producer,cinematographer,production_manager	tt0402034,tt5217152,tt7512566,tt0486911
nm0014133	Paul Ahmarani	1972	\N	actor	tt1374992,tt0260193,tt1638277,tt0810809
nm0014503	Pier Francesco Aiello	\N	\N	actor,producer	tt0143944,tt13894060,tt0104337,tt5518652
nm0015045	Harue Akagi	1924	2018	actress	tt2210842,tt5111852,tt6944952,tt0204427
nm0015101	Nagayoshi Akasaka	1921	1994	writer,assistant_director,director	tt0052542,tt0052746,tt15197270,tt0305075
nm0015145	Halit Akçatepe	1938	2017	actor,writer,director	tt0253779,tt0494501,tt0252487,tt0252488
nm0015176	Bontarô Miake	1906	1992	actor	tt0383874,tt0436171,tt0066473,tt0335382
nm0015287	Javed Akhtar	1945	\N	music_department,writer,soundtrack	tt0347304,tt0169102,tt0367110,tt1024943
nm0015651	Mohammed Al Kahlawi	\N	\N	actor,music_department,composer	tt0342171,tt0300022,tt0275209,tt9876150
nm0016546	Marilee Albert	\N	\N	writer,actress,producer	tt11342912,tt9827650,tt16226276,tt1405377
nm0016799	Emil Albes	1861	1923	director,actor,writer	tt0460764,tt14638262,tt4970192,tt0470948
nm0017332	Pedro Alcántara	\N	\N	actor	tt13362526,tt9916124,tt0090987
nm0017535	Ángel Alderete	\N	\N	cinematographer,director,writer	tt0181934,tt0217716,tt0327754,tt7183744
nm0019027	Hans Jürgen Alf	1959	\N	actor	tt0400661,tt1608320,tt1670630,tt9895024
nm0019607	Mohammad Reza Aligholi	\N	\N	composer,music_department,producer	tt5468178,tt5483082,tt6761414,tt0483703
nm0019815	Selda Alkor	1943	\N	actress	tt0290144,tt0430040,tt0415781,tt0365980
nm0020739	Krista Allen	1971	\N	actress	tt0338337,tt0305224,tt0119528,tt0426459
nm0021607	Corbin Allred	1979	\N	actor,miscellaneous,producer	tt0107977,tt0118487,tt15679118,tt2887322
nm0021948	Agustín Almodóvar	\N	\N	producer,actor,assistant_director	tt3011894,tt1189073,tt0185125,tt0287467
nm0023622	Stanley Alwis	\N	\N	editor	tt7986096,tt7621106,tt7914944,tt0355342
nm0023697	Nuri Alço	1951	\N	actor	tt4105670,tt0492042,tt3719840,tt1861340
nm0023920	Shin Amano	\N	\N	director,assistant_director	tt0043271,tt0201110,tt12214478,tt9843028
nm0024032	Sriyani Amarasena	\N	\N	actress,producer	tt9717004,tt7961834,tt6936384,tt0449906
nm0024430	Trevor Ambrose	\N	\N	editor,editorial_department,music_department	tt0072562,tt0105471,tt0096626,tt3526078
nm0024569	Kate Amend	\N	\N	editor,editorial_department,miscellaneous	tt1053902,tt2107850,tt0242746,tt0248912
nm0024908	M. Amin	1924	2003	director,actor,writer	tt0279849,tt0280137,tt12257146,tt0280003
nm0025193	Raouf Ben Amor	\N	\N	actor	tt0077925,tt0095174,tt1701210,tt0091757
nm0025279	Josep Amorós	\N	\N	production_manager,producer,miscellaneous	tt3510480,tt1648216,tt0361862,tt1935914
nm0025973	Andrea Andermann	\N	\N	producer,director,writer	tt1687279,tt0281700,tt0250064,tt0105625
nm0026677	Eric Anderson	\N	\N	camera_department,cinematographer,actor	tt0093870,tt0120647,tt0102975,tt0115571
nm0027948	Roberto Andò	1959	\N	director,writer,miscellaneous	tt4647784,tt0202464,tt7238112,tt2523600
nm0027955	Tadao Andô	1941	\N	miscellaneous	tt2363533,tt1853680,tt0137919,tt11621036
nm0029014	Peter Andrikidis	\N	\N	director,producer,cinematographer	tt0428134,tt0907831,tt0250859,tt1090903
nm0029311	Carlos Anduze	\N	\N	actor	tt0136261
nm0029945	Fernando Anguita	\N	\N	actor,music_department	tt0447785,tt0111340,tt9872392,tt0470749
nm0030894	Jackson Anthony	\N	\N	actor,writer,director	tt3184474,tt7986096,tt7051292,tt9866682
nm0031844	Takeshi Aono	1936	2012	actor	tt0316540,tt0107692,tt0292103,tt0928380
nm0031847	Junichirô Aoshima	1901	1948	cinematographer,actor,special_effects	tt0428834,tt4489282,tt1169825,tt0436839
nm0031875	Nobuo Aoyagi	\N	\N	director,producer,actor	tt0049542,tt0398323,tt8818906,tt3390946
nm0032737	Carlos Aragón	\N	\N	actor	tt0139487,tt0460485,tt1264787,tt1723627
nm0032900	Shinobu Araki	1891	1969	actor	tt0198371,tt0200185,tt1225837,tt0862843
nm0032962	Tomas Arana	1955	\N	actor	tt0172495,tt0372183,tt1219289,tt7157248
nm0033152	Arata Iura	1974	\N	actor	tt10418630,tt1371630,tt6178388,tt0165078
nm0033355	Ramiro Arbeláez	\N	\N	actor	tt9916680,tt0225033
nm0034169	Joseph Areddy	\N	\N	cinematographer,camera_department,director	tt3985606,tt8267142,tt11358520,tt4073732
nm0034531	Don Argott	\N	\N	director,producer,cinematographer	tt7689424,tt1135985,tt1723126,tt0265208
nm0035047	David Arkenstone	\N	\N	composer,music_department,soundtrack	tt8630174,tt2343645,tt1000146,tt5258384
nm0035082	Murat Arkin	1975	\N	actor	tt5813916,tt7146600,tt3345952,tt6697582
nm0035280	Jean-Pierre Armand	1950	\N	actor,director,writer	tt5066246,tt0200996,tt0261356,tt0301798
nm0036155	Stefan Arndt	1961	\N	producer,location_management,actor	tt0130827,tt4378376,tt1602620,tt1371111
nm0037292	Germán Arrieta	1956	\N	composer,music_department,soundtrack	tt0295118,tt0240283,tt0212522,tt0109747
nm0037576	Yilmaz Arslan	1968	\N	producer,director,writer	tt0107360,tt0470702,tt0180320,tt9841750
nm0038305	Shôzaburô Asai	\N	\N	production_designer,writer,producer	tt0164984,tt0191664,tt0202154,tt0130377
nm0038356	Tatsuo Asano	\N	\N	writer,director,producer	tt6369904,tt8091540,tt6377374,tt6377346
nm0038377	Ruriko Asaoka	1940	\N	actress,soundtrack,music_department	tt1589517,tt0073498,tt0066031,tt0114060
nm0038585	Miguel Asensio Llamas	1967	\N	producer,production_manager,production_designer	tt3605418,tt2403021,tt1780762,tt0839976
nm0038811	Eugene Ashe	1965	\N	writer,actor,director	tt2365416,tt9827834
nm0038896	Rodney Ascher	\N	\N	director,editor,producer	tt2085910,tt9847360,tt3317522,tt1536483
nm0038960	Izumi Ashikawa	1935	\N	actress,soundtrack	tt0439119,tt0321274,tt0268899,tt1934485
nm0039604	Yumi Asô	1963	\N	actress	tt1817355,tt5633600,tt2295861,tt5214252
nm0040005	Lionnel Astier	\N	\N	actor,writer	tt0441059,tt1480072,tt4964074,tt0406709
nm0040120	Joshua Astrachan	\N	\N	producer,actor	tt0280707,tt5247022,tt3235888,tt2370248
nm0040916	Yûharu Atsuta	1905	1993	cinematographer,camera_department	tt0053579,tt0259732,tt0056444,tt0046438
nm0041003	David Attenborough	1926	\N	writer,producer,director	tt6769208,tt0795176,tt0135095,tt2092588
nm0041300	Jean-Louis Aubert	1954	\N	soundtrack,composer,actor	tt0119828,tt3651326,tt0464828,tt1068649
nm0041308	Marianne Aubert	\N	\N	actress	tt4211184,tt0089609,tt7997964,tt1650825
nm0041528	Erik Aude	1980	\N	actor,stunts,producer	tt1840309,tt5013056,tt0242423,tt0283111
nm0042848	Serge Avedikian	1955	\N	actor,director,writer	tt1644523,tt5717484,tt0319751,tt2671390
nm0043268	Tom Avni	1986	\N	actor	tt3734442,tt2012463,tt0484339,tt0162678
nm0044293	Kartina Aziz	\N	\N	actress	tt9815124,tt6588092,tt0271292,tt0297832
nm0044344	Pamela Azmi-Andrew	\N	\N	casting_director,casting_department,writer	tt0239178,tt10160896,tt1833590,tt8263066
nm0044445	Chiyonosuke Azuma	1926	2000	actor	tt1547621,tt0104559,tt1943876,tt0188017
nm0045379	Dian Bachar	1970	\N	actor,producer,director	tt0177789,tt0124819,tt7740496,tt0131857
nm0046245	A.R. Badul	\N	\N	actor,director,writer	tt0121412,tt1693838,tt1693699,tt6573822
nm0046277	Bae Doona	1979	\N	actress	tt0468492,tt0310775,tt1371111,tt3661798
nm0046350	Emily Baer	\N	\N	writer,director,producer	tt10621222,tt1630044,tt0190438,tt0172240
nm0046541	Larry Bagby	1974	\N	actor,soundtrack,composer	tt0107120,tt0118276,tt0373283,tt0358273
nm0047823	Antonio Baiocco	\N	\N	director,writer,producer	tt15747584
nm0047960	Tim Baish	\N	\N	location_management,miscellaneous,production_manager	tt1217070,tt1031243,tt9808642
nm0047987	Ning Baizura	1975	\N	actress	tt0270495,tt0270226,tt0244659,tt0119184
nm0049212	Zsuzsa Bakos	\N	\N	editor,miscellaneous,editorial_department	tt4587712,tt5224600,tt5997396,tt0193555
nm0050437	Nicholas Ball	1946	\N	actor,producer	tt0490181,tt0089489,tt0073502,tt0166424
nm0051917	Jun-seok Bang	\N	\N	composer,music_department,actor	tt0260991,tt5969696,tt14810692,tt4010918
nm0052054	Anders Banke	\N	\N	director,camera_department,producer	tt1230207,tt0454457,tt2363173,tt2361479
nm0052621	Uttara Baokar	\N	\N	actress	tt0215245,tt1105709,tt0097268,tt0305483
nm0052794	Benny Barbash	1951	\N	writer	tt0206517,tt0450929,tt1314233,tt9869564
nm0053028	Philip Barantini	1980	\N	actor,director,producer	tt11127680,tt0185906,tt11899030,tt7366338
nm0053230	Luca Barbareschi	1956	\N	actor,producer,writer	tt0078935,tt2542502,tt2398149,tt0963178
nm0053878	Meleva Barbula	\N	\N	actress,soundtrack	tt0115813,tt9837822,tt0112084
nm0054358	Aleksi Bardy	1970	\N	writer,producer,script_department	tt2343617,tt1454505,tt0159485,tt5226984
nm0054472	Giuseppe Baresi	\N	\N	cinematographer,director,camera_department	tt1603803,tt0345924,tt2342153,tt5419294
nm0054657	Rino Barillari	1945	\N	actor	tt5963314,tt9892716,tt1179792,tt0174105
nm0055012	William Joseph Barker	1974	\N	actor,miscellaneous	tt0096579,tt0096694,tt0113982,tt0197148
nm0055656	Joslyn Barnes	\N	\N	producer,writer,editorial_department	tt5873150,tt2818654,tt6634646,tt8267604
nm0056271	Lynda Baron	1939	2022	actress,music_department,soundtrack	tt1182350,tt0457513,tt0103927,tt1685518
nm0057025	Lucy Barreto	\N	\N	producer,director,production_manager	tt0120505,tt0119815,tt6449218,tt0234219
nm0057027	Luiz Carlos Barreto	1928	\N	producer,writer,cinematographer	tt0188004,tt0119815,tt0234219,tt0373747
nm0057776	Nerea Barros	1981	\N	actress,producer,director	tt3253930,tt1201103,tt9843470,tt7576814
nm0059395	Jahnu Barua	1952	\N	director,writer,producer	tt0093136,tt0454504,tt0399254,tt0113311
nm0059461	Sunil Barve	\N	\N	actor,music_department	tt1176187,tt0833441,tt7151708,tt2713666
nm0059817	Alain Bashung	1947	2009	soundtrack,actor,composer	tt0344854,tt0119828,tt1680045,tt0314063
nm0059822	Ilija Basic	1932	\N	actor,production_manager,writer	tt0180000,tt0181029,tt2585182,tt0398442
nm0059924	K.M. Basker	\N	\N	director,writer,assistant_director	tt9898602,tt5157466,tt0236281,tt0278065
nm0060885	Colin Bates	\N	\N	producer,sound_department	tt2235372,tt1458169,tt7703924,tt1881002
nm0060970	Leslie Bates	\N	\N	producer,writer,art_department	tt3219686,tt9915180,tt1420553,tt1002964
nm0062098	Henning Baum	1972	\N	actor,producer	tt3072732,tt5048716,tt1540108,tt0345667
nm0062195	Axel Baumann	\N	\N	cinematographer,camera_department,art_department	tt0113677,tt1224387,tt2004304,tt0114371
nm0062320	Angelika Baumgart	\N	\N	actress	tt0172541,tt0067041,tt0384158,tt0070159
nm0062341	Michael Baumgarten	\N	\N	producer,writer,director	tt5220724,tt1531914,tt3393762,tt13562056
nm0063618	Jeff Beal	1963	\N	composer,music_department,soundtrack	tt0384766,tt1856010,tt2545118,tt0183659
nm0065376	Christian Becker	1972	\N	producer,writer,production_manager	tt6402468,tt2987732,tt4005402,tt1063669
nm0065899	Dave Becky	\N	\N	producer,miscellaneous,manager	tt1492966,tt4799050,tt5024912,tt7520794
nm0066073	Rajat Bedi	\N	\N	actor,assistant_director,miscellaneous	tt0783730,tt0254481,tt0115042,tt0113526
nm0066159	Guy Bedos	1934	2020	actor,writer,soundtrack	tt1674057,tt0057013,tt0207349,tt0076852
nm0067972	Mariya Belkina	1954	\N	actress	tt0110226,tt9857480,tt0104747,tt0167910
nm0068525	Stephanie Bell	\N	\N	producer,actress,executive	tt4956376,tt6385768,tt4998772,tt4858316
nm0069871	Rabiah Ben-Abdullah	\N	\N	actress	tt0881932,tt0090665,tt0246906,tt9865452
nm0070300	Georges Benayoun	\N	\N	producer,director,writer	tt0324554,tt0115561,tt0170107,tt14861478
nm0070571	Camilla Bendix	1971	\N	actress,miscellaneous	tt12359250,tt0907683,tt15289736,tt0387749
nm0070615	Oritte Bendory	\N	\N	producer,miscellaneous,writer	tt1501673,tt0361805,tt9072422,tt9858058
